username,time,text,tags,locations
ChrisAndco,Aug 10,"Wishing safe travels for 
@JBarsaUSAID
 who will travel to Beirut, Lebanon. The U.S. has already pledged $17M in life-saving medical and food assistance to help the Lebanese people during this time. We stand with the people of Lebanon as they recover from this tragedy.",[],
Muslim Aid USA,Aug 10,"#Lebanon has survived one of the worst blasts ever. The explosion has resulted in more than 200 people dead, 5000 injured, and 300,000 homeless. UN agencies have warned of a humanitarian crisis unless food and medical aid are delivered swiftly.

Donate - http://muslimaidusa.org/lebanon-emergency…",['#Lebanon'],
,,,[],
U.S. in Holy See,Aug 10,"The U.S., through 
@USAID
, is providing $15 million in humanitarian assistance to the people of #Lebanon following catastrophic explosions at the Port of Beirut. The funds will finance life-saving medical responses and provide food aid for 50,000 people.
http://bit.ly/2DTrrta",['#Lebanon'],
State Dept. News,Aug 10,"SecPompeo: Wishing safe travels for JBarsaUSAID who will travel to Beirut, Lebanon. The U.S. has already pledged $17M in life-saving medical and food assistance to help the Lebanese people during this time. We stand with the people of Lebanon as they recover from this tragedy.",[],
Salem Elias,Aug 10,"As a 4th year medical student at Imperial from Lebanon, I want to thank you for your kind words and support in these unsettling times. Please don’t hesitate to donate to help out!",[],
Upahhassignment05Sarah,Aug 10,"All donation will be directed to Al Shifaa Medical Association in Lebanon. Do your part and donate, they need help. May Allah ease their pain ",[],
,Aug 10,"Replying to 
@BarbzMedia",[],
MSF UK,Aug 10,"Our teams in Lebanon have set-up a medical point in Mar Mikhael, one of the most affected neighbourhoods in #Beirut, over the weekend. 2/5",['#Beirut'],
Secretary Pompeo,Aug 10,"Wishing safe travels for 
@JBarsaUSAID
 who will travel to Beirut, Lebanon. The U.S. has already pledged $17M in life-saving medical and food assistance to help the Lebanese people during this time. We stand with the people of Lebanon as they recover from this tragedy.",[],
Kuwait Times,Aug 10,"Kuwait delivers medical devices to Lebanon’s hospitals https://news.kuwaittimes.net/website/%ef%bb%bfkuwait-delivers-medical-devices-to-lebanons-hospitals/… via @
@kuwaittimesnews",[],
Corinne Josephides,Aug 10,"#fundraising
For the American University of Beirut Medical Center 
@JohnsHopkinsEM
#Beirut
#Lebanon","['#fundraising', '#Lebanon', '#Beirut']",
amin dada,Aug 10,Kazakhstani military medical team arrived in Lebanon,[],
أطباء بلا حدود في لبنان,Aug 10,"#MSF teams in #Lebanon set-up a medical point in #Mar Mikhael, one of the most affected #neighborhoods in #Beirut, over the week-end.","['#neighborhoods', '#Mar', '#MSF', '#Lebanon', '#Beirut']",
UNICEF Supply Division,Aug 10,"The #BeirutExplosions destroyed 10 containers of critical supplies. 
@UNICEF
 is already replacing them.

Thousands of #PPE and medical items are en route to #Beirut from our Copenhagen supply hub to support 
@UNICEFLebanon
’s relief efforts and ongoing work for children in #Lebanon.","['#BeirutExplosions', '#PPE', '#Lebanon', '#Beirut']",
Dragoş Ioniţă,Aug 10,"#Romania sent eight tonnes of medical supplies to #Lebanon. The supplies are meant to help treat the victims of the Beirut explosions, which left 150 dead, thousands wounded, and tens of thousands homeless.","['#Romania', '#Lebanon']",
,,,[],
Reem Alshamsi,Aug 10,"In cooperation with the World Health Organization, the #UAE sends medical aid to #Lebanon after the explosion 
#PrayForLebanon #لبنان","['#PrayForLebanon', '#UAE', '#لبنان', '#Lebanon']",
Egypt Today Magazine,Aug 10,"The third Egyptian plane carrying medical assistance arrived in Lebanon on Monday as part of an airlift urgently launched by Egypt to support Lebanon in the wake of Tuesday's Beirut Port massive blast.

#EgyptToday #Egypt #Lebanon #Beirut","['#EgyptToday', '#Egypt', '#Lebanon', '#Beirut']",
Luciana,Aug 10,"Replying to 
@zkaram
 and 
@HassanAmmar5",[],
Jad,Aug 10,"Replying to 
@MrBeastYT",[],
Youssef Igrouane,Aug 10,"Morocco’s 
 stand of solidarity with #Lebanon 
18 flights in just 48 hours, 1 military field hospital, 295 tonnes of food products, 10 tonnes of medical products, 10 tonnes of logistics products and 11 tonnes of products to fight the #COVID19 

#Beirut  #blastbeirut #لبنان","['#blastbeirut', '#Lebanon', '#COVID19', '#لبنان', '#Beirut']",
ابن الامارات,Aug 10,"The UAE sends medical aid to Lebanon 
 We will support them till they feel safe again. 
 #لبنان_منكوب",['#لبنان_منكوب'],
Heba Farouk Mahfouz,Aug 10,"Following #Beirut explosion, #Egypt has established an aerial bridge to send medical aid to #Lebanon. Today, the third patch was sent, with more than 14 tonnes of medical supplies. Earlier, Egypt sent medical staff members also to  help at the Egyptian field hospital in Beirut.","['#Egypt', '#Lebanon', '#Beirut']",
USTRANSCOM,Aug 10,"#ICYMI, 
@usairforce
 C-17 Globemaster III aircraft have delivered several shipments of U.S. relief supplies including food, water, and medical supplies to #Lebanon , Beirut. #Togetherwedeliver #InThisTogether #Beirut","['#ICYMI', '#InThisTogether', '#Lebanon', '#Togetherwedeliver', '#Beirut']",
Egypt Independent,Aug 10,#AMAY| Egypt dispatches third medical aid shipment to Lebanon,['#AMAY'],
Mostafa Hassan,Aug 10,"The third batch of the Egyptian airlift arrived at #Beirut Airport within the framework of Egyptian medical and food aid to #Lebanon, received by the President of the High Relief Commission and the representative of the Lebanese Army Commander. #LebanonExplosion #lebanon24 ","['#lebanon24', '#LebanonExplosion', '#Lebanon', '#Beirut']",
MSF Pakistan,Aug 10,"During this humanitarian crisis, MSF remains committed to support the most vulnerable people, and people in need of medical aid. Our facility in Bar Elias is ready to welcome patients in need of post-surgery care.

#Beirut #Lebanon #MSFinLebanon","['#MSFinLebanon', '#Lebanon', '#Beirut']",
Ghenwa El Minawi,Aug 10,"So let’s recap on this case of police brutality to UNDERAGE people in #Lebanon : 
@OHCHR_MENA
 
- Violence against a minor 
- Coercing exposure of genitals in front of 7 adults 
- Detaining a minor with convicted felons 
- Denying the right to a phone call or medical assistance",['#Lebanon'],
Tahir Patel,Aug 10,"LEBANON EMERGENCY APPEAL #Beirut

Please make #dua, #donate and #help.

Food £50
Medical £100
Shelter £250
Support Small Businesses £1,000
Small House Construction £2,000

Al-Khair Foundation
210 Ladypool Road
Bham B12 8JT
Tel 0121 753 0300  
http://alkhair.org/donations/#beirut…
03000 999 786","['#Beirut', '#dua', '#donate', '#help', '#beirut']",
fug,Aug 10,"Replying to 
@wintxrsoIdiers",[],
Kazinform,Aug 10,Kazakhstani military medical team arrived in Lebanon,[],
Guy Ben-Aharon,Aug 10,"""And that’s the worst thing about life in Lebanon: the unpredictability. When that is combined w an economic collapse—where the local currency has lost nearly 80% of its value, & hospitals are lacking medical supplies... electricity cuts—unpredictable becomes unbearable & deadly""",[],
Ghana We Dey,Aug 10,"Replying to 
@nanayawsuspence",[],
Rafka Abou Salem,Aug 10,"Heart of Bekaa is a trusted Lebanese NGO that needs your support as well so that they can be able to supply medical aid and food. Please support and spread the word. We will overcome this together 
#Lebanon #Beirut #PrayForLebanon #PrayForBeirut

https://lnkd.in/dRTVN8M","['#PrayForLebanon', '#PrayForBeirut', '#Lebanon', '#Beirut']",
Rave,Aug 10,"Replying to 
@JedySays",[],
EU-Gulf Info Centre,Aug 10,"The King Salman Humanitarian Aid and Relief Center 
@KSRelief_EN
 delivered the first batch of 120 tonnes of medical aid supplies to #Beirut as well as emergency teams which will aid local medical authorities: https://egic.info/gulf-bulletins-2-7-august-2020…
#ArabGulfNews #Lebanon","['#ArabGulfNews', '#Lebanon', '#Beirut']",
Nazmul Islam,Aug 10,"Bangladesh has sent aid including food, medical equipments and medical team to Lebanon after a deadly explosion rocked the Lebanon capital Beirut.

Long live Bangladesh Lebanon friendship 
Get well soon Lebanon
#beirutlebanon
#Bangladesh","['#Bangladesh', '#beirutlebanon']",
headline.kwt®,Aug 10,"Kuwait Red Crescent Society in Lebanon delivered Medical Supplies and Devices to a number of Hospitals affected by the Beirut Explosion.
#kuwait #lebanon #prayforlebanon
 #staysafe #stayhealthy #kwt #humanitarian #headlinekwt ","['#headlinekwt', '#kwt', '#prayforlebanon', '#stayhealthy', '#kuwait', '#lebanon', '#staysafe', '#humanitarian']",
IMC_Lebanon,Aug 10,"@IMC_Lebanon
 ‘s Mobile Medical Unit is available in Karm El Zaytoun neighborhood of Ashrafieh for the second day. Our health and mental health teams are available to provide the needed support to those affected from the port explosion. #Beirut_Explosion 
@EUinLebanon",['#Beirut_Explosion'],
Patricia,Aug 10,"Replying to 
@BarbaraRedewill
 @AJEnglish
 and 
@NanaB_2010",[],
shruti,Aug 10,"Our Executive Director David Beasley 
@WFPChief
, leading from the front at the site of #BeirutExplosion, examining the damage at the port where much of Lebanon's food supplies were stored. 
@WFP
 is delivering food & medical supplies and working with other agencies.",['#BeirutExplosion'],
SK joined only to push back on false narratives.,Aug 10,"Replying to 
@luvscarythings
 @KnucklesandBo
 and 
@JoelakaMaG",[],
Authentic voice,Aug 10,#PHOTO: IRan’s Red Crescent Society Has Opened A Makeshift Medical Centre In Beirut To Help Assist Victims Of Beirut Explosion In Lebanon.,['#PHOTO'],
Radouane CHAOUKI,Aug 10,"The #Lebanese Government expressed its deep gratitude and high esteem for the generous Initiative of #HM_King_Mohammed_VI Who ordered urgent medical and humanitarian aid to be sent to #Lebanon after  #BeirutExplosion that shook the port of #Beirut.
More: https://bit.ly/2XHbq07","['#HM_King_Mohammed_VI', '#Lebanese', '#BeirutExplosion', '#Lebanon', '#Beirut']",
Morocco in Thailand@Moroccan Embassy,Aug 10,"The #Lebanese Government expressed its deep gratitude and high esteem for the generous Initiative of #HM_King_Mohammed_VI Who ordered urgent medical and humanitarian aid to be sent to #Lebanon after  #BeirutExplosion that shook the port of #Beirut.

More: https://bit.ly/2XHbq07","['#HM_King_Mohammed_VI', '#Lebanese', '#BeirutExplosion', '#Lebanon', '#Beirut']",
Mr.Pepito,Aug 10,"Replying to 
@PepitoV20
 @MerouaneT
 and 10 others",[],
Elias Bejjani,Aug 10,"*Kuwaiti Prime Minister: We will allocate 30 million dollars to Lebanon to support food security, and medical and food aid amounting to 11 million dollars
http://eliasbejjaninews.com/archives/89320/%d8%aa%d9%81%d8%a7%d8%b5%d9%8a%d9%84-%d9%88%d9%88%d9%82%d8%a7%d8%a6%d8%b9-%d8%a7%d9%84%d9%85%d8%a4%d8%aa%d9%85%d8%b1-%d8%a7%d9%84%d8%af%d9%88%d9%84%d9%8a-%d9%84%d9%85%d8%b3%d8%a7%d8%b9%d8%af%d8%a9/… via 
@phoeniciaelias",[],
TealOsprey,Aug 10,"Replying to 
@AJCGlobal",[],
Yousef Wahb,Aug 10,"Windsor Islamic Association has initiated a Lebanon Relief fund.

It has been reported that 300,000 people have lost their homes, hundreds are dead or missing, and thousands are injured and awaiting medical care.",[],
The Oakland Press,Aug 10,OU medical student raises $70K to send medical supplies to Lebanon https://bit.ly/33I4kMR,[],
The New Arab,Aug 10,"The oil convoy, which also includes tonnes of medical aid, arrived in the Lebanese capital along with banners reading ""from Iraq to the brotherly people of Lebanon""",[],
Leslie Roberts,Aug 10,"Replying to 
@digital52526762
 @dave_therocker
 and 4 others",[],
Zack,Aug 10,"Replying to 
@ARROxford
 and 
@Partisangirl",[],
CrisP,Aug 10,Greece sends ship with medical staff and humanitarian aid to Beirut https://keeptalkinggreece.com/2020/08/09/greece-ship-ikaria-beirut-humanitarina-aid/#.XzCNvyrhGls.twitter… #BeirutBlast #Lebanon,"['#BeirutBlast', '#Lebanon']",
ThePentagram777,Aug 10,"Replying to 
@Erdayastronaut
 and 
@elonmusk",[],
Kuwait Mission to the UN,Aug 10,"At Int'l Conference to support #Lebanon, H.H. the Prime Minister Sheikh Sabah Khaled Al-Hamad Al-Sabah announced #Kuwait's aid as follows:

- $30 mln of previously committed 
@KuwaitFund
 assistance to be reallocated for food security

- $11 mln worth of medical & food aid","['#Kuwait', '#Lebanon']",
Zeyno,Aug 10,"There is no background and maybe we are not that wealthy or powerful but we do help when need be and not just our brothers in Lebanon. Following the Covid19 crisis we sent out medical supplies and field hospitals to 15 African countries. 
#شكرا_جلالة_الملك_محمد_السادس",['#شكرا_جلالة_الملك_محمد_السادس'],
Trump ATeam,Aug 10,Beirut explosion: US military sends 3 cargo planes to Lebanon filled with medical supplies | Fox News,[],
The Voice of America,Aug 10,"Aside from the pledge of new assistance, the U.S, at Trump’s direction, has delivered emergency aid to Lebanon, starting with food, water, and medical supplies. Initially it has pledged more than $17 million in disaster aid for the country.",[],
Elouazzani mehdi,Aug 10,"Morocco is sending 18 humanitarian cargo planes to support the people of Lebanon over the Beirut explosion.

They are also sending a military medical team from Morocco to treat patients/victims of the explosion in Lebanon.",[],
HichamLahlouDesigner ®,Aug 10,"#Morocco 
 at the forefront of countries in support of #Lebanon 
 after the #Beyrouth explosions: 18 flights in 48 hours, with 295 tonnes of food products, 10 tonnes of medical products, 10 tonnes of logistics products and 11  tons of # COVID19 prod…","['#Beyrouth', '#Morocco', '#Lebanon']",
