,tweet,username,lang
3418,e went into and will come out of quarantine in completely different seasons of the year e will go in and out in completely different mindsets and social dynamics e are all experiencing it together yet every person is being affected by it in a unique way ovid,dkayssi,en
3419,"coronavirus 3ply
ebanon    pictwittercomycr3qjq",moh_ghaddar,ar
3420,   pictwittercomoacqsq,monachebib,en
3421,"                                          
ovid  pictwittercompfp3b",tkritscoutslb,ar
3422,n orldealthay hats off to all  healthcare workers around the world and health education team at  and all stakeholders hank you for all your efforts during this period e have better chances of surviving  because of you  pictwittercomzz,hildakhoury,en
3423,nticovid,husseinalawad3,en
3424,"ithin all the status were in and with all the efforts this government is putting through this crisis  cant but say hank you for all the efforts done from each and every member to fight the ovid in ebanon
nowing were doing it all from nothing pictwittercomlzxffs",josiannehaddad,en
3425,rillions of dollars you spend on nuclear weapons and army o give the merican people masks at least od bless all nations and shall  kills every bad politician in this hectic world  men,berry_faye,en
3426,"o so sad 
ell karma 

ovid  pictwittercomfpdq",the3rd_e,en
3427,"     
   2 pro  pictwittercom2kq3",farahkadri,ar
3428,amadhassan2 thank you    ovid  pictwittercomoj2olc,nancyhaber,ar
3429,e monde   contre     pictwittercomtla,bteddinywalid,fr
3430,uenos das  sans oublier les plantes qui partagent notre appartement esselingh  ovid  httpstwittercomesselinghstatus27333558528 pictwittercomslja,ichalhoub,fr
3431,"he discoveries of healing science must be the inheritance of all hat is clear isease must be attacked whether it occurs in the poorest or the richest man or woman simply on the ground that it is the enemy
instonhurchill quotes ",alikha,en
3432,re you a ebanese person who has come back from abroad and is willing to talk about your experience s open ovid,timourazhari,en
3433,"bout  randomized trials investigating  drugs are plannedrecruitingunderway  few will yield preliminary results by end of pril early ay hats great news
 httpswwwmedscapecomviewarticle28",jaroudih,en
3434,  pictwittercomvfv,e7profes0r,en
3435,e monde   contre ovid    pictwittercompluab,bteddinywalid,fr
3436,e monde   contre ovid    pictwittercomvlri,bteddinywalid,fr
3437, devices by ucl  ercedesenz for covid needing more than face mask oxygenation edd edwitter iomedical technology pictwittercomny3y,lamsalebanon,en
3438,       covid   pictwittercomdmaqn,bteddinywalid,ar
3439,                         orona  tayome tayafe httpstwittercommarounnassifstatus2785575328,bzeihhussien,ar
3440,uidelines on the management of critically ill dults with  edd edwitter ed covid intensivecaremedicine pictwittercome7njb,lamsalebanon,en
3441,"re you being bluntrude towards family members who are being arrogant about ovid  and the  taytome
",kareem_nasser,ar
3442,"his is how we will look like when  ends 
oodorning
ovid
lebanon
world
freedom
ritingommunity
amwriting pictwittercomwqh8",linda25041978,en
3443,ever thought d take a pair of scissors to my hair allbymyself  tayome yes hairsalons dare dared taytomehallenge  lockdowneffect doable,rimaiskandarani,en
3444,"ts orldealthay

ets all take a moment to celebrate and thank the doctors nurses and health workers at the forefront of the worlds ovid response




  ",greg_galligan,en
3445,eassuring data from olumbia niversity in  from the largest series of pregnant women with  o transmission to the baby severity similar to non pregnant thegray olumbiaomens drcynthiagyamfi httpstwittercomthegraystatus273283273,karimnawfal,en
3446, searching for free island so i can spend my summer therebs that wont happen      pictwittercom3ld2j,karampeter,en
3447,  ovid  pictwittercomttk3l,monachebib,ar
3448,"ovid
taytome
 httpstwittercomlobalmpactn2status272232385",youssef1___,ar
3449,"ovid
 httpstwittercomclaudeelkhalstatus27352583",youssef1___,sv
3450,ets take a moment  recognize the efforts  dedication of health care professionalson the frontline of the oronavirusutbreak since day    for the doctorsnurses  all the hospitals staff the edross e appreciate your efforts ebanon orldealthay22,alikha,en
3451,"kabbara happy happy birthday my love all the best love uuuu
shallah next year we celebrate in dubai together after we kick ovids ass  pictwittercomdu8mpt",farahkadri,en
3452,"pril 7 is orldealthay 
aying thanks to nurses midwives and all healthcare workers the backbone of the fight against  
lease taytome
orldealthay22
upportursesndidwives pictwittercomwbnly",lamsalebanon,en
3453,ovid  pictwittercom2skw,benoit87457602,en
3454,"          
  
 ovid  pictwittercomijic",omararbass,ar
3455,"                        
   
ovid  tayome  ",ibraheem_souki,ar
3456,"et well soon ir orisohnson
ovid  httpstwittercomspectatorindexstatus272525727",jacqueline8365,en
3457,"ear the mask and stay safe
ovid
orona httpstwittercomhinaciencestatus27252733525",rabab_aoun,en
3458,"                                      
ovid",jacqueline8365,ar
3459," feel bad for oris ohnson hether an ally a rival or a foe  dont wish death by  on anyone

nly a ballot box is the right tool for change",bacharelhalabi,en
3460,"            
ovid  pictwittercomppo5p",sallymrf1,ar
3461,"               
         
            
  ovid
ebanon pictwittercombnr",omararbass,ar
3462," 
  ovid",omararbass,ar
3463,"2 ovid coronavirus
aftershocks were in survivalmode httpstwittercomectortingstatus2775578882",mamicocisvt,en
3464,ui oui et oui  mme il y a une autre version enregistre dune faon clatante avec les paroles mais tu las dotbravo  vrai dire pour ceux qui ont perdu lespoir surtout ces jours l avec ce merde doivent te voir pour un immense espoir de continuit,elidestar,fr
3465,      httpstwittercomkahaletayyarstatus273827833,ahmadchihadee,ar
3466,"he return of ebanese from abroad has hit some hiccups

fter one escaped yesterday on the way to the hotel a hotel chain today announces it will stop temporarily housing them because a staff member was attacked 

  httpstwittercomstatus2722752878",timourazhari,en
3467," travs de ms de  pases los mdicos cubanos combaten la pandemia mundial del  mientras que lloqueoata ubaalvaidas
helockadeills pictwittercomsl5dmh",embavelibano,es
3468,hank u for training dogs for helping blind people in their lives  dogs are very loyal and good companion  and do not catch or tranmit   httpstwittercomirishguidedogsstatus272877553,eliasabinasr1,en
3469,"               
ovid  httpstwittercomaraeutersstatus27373553",jacqueline8365,ar
3470,"ovid
tayometayafe
 
 httpstwittercomemmanutapsobastatus27333825372",youssef1___,ar
3471,"hat are the different masks for healthcare workers
any health authorities are recommending asks for the public ut no need for 5 masks

edwitter

oronairuspdates

 pictwittercom22sb",lamsalebanon,en
3472,aybe if  developed feelings with  it will leave,mirakoubeissi,en
3473,ovid ce monstre invisible qui prend nos ami es nos cher es si vite quon narrive plus  croire  httpstwittercompbischettistatus2775257877,mamicocisvt,fr
3474,"hat are the different masks for healthcare workers  
any health authorities are recommending asksll for the public ut no need for 5 masks
ersonalrotectivequipment
edwitter

coronavirus

 pictwittercomzwwfd",lamsalebanon,en
3475,his is happening so frequently and is irritating loves might give you a false sense of security hen you are wearing gloves do not touch anything other than the stuff you need ot your phone not your face and not other stuff that other people will pick up ovid  httpstwittercomstatus2733582558,talalzarif1,en
3476," get it that this strategy could be debatable but some ebanese really deserve to be fined hey think theyre smart enough to run away from laws and later on blame shits on the government

se the minimim  you still got and stick at your premises ovid ebanon httpstwittercomebstatus27855583328",chrisdarakjian,en
3477,laxomithline eeams ith hinese iotech or  accine themotleyfool stocks  httpswwwfoolcominvesting225glaxosmithklinereteamswithchinesebiotechforaspx,jakychehwan,en
3478,he imposed by force distantlearning by the covid crisis must facilitate educational inclusion for lots of persons with disability,ramiabbas4,en
3479,"indi ako mayaman
indi ako mahirap
indi ko kailangan ang 5k 8k at relief goods ang kailangan ko ngaun aq gagaling sa ovid ang buong mundo ng sa ganun di na aq mangamba sa kalusugan ko na tuwing lalabas ako di ako mag mask eealsne",iambernadette82,en
3480,"                             
  
bitart oronairuspdate ovid prayforlebanon   assaniab",tamerbitar,ar
3481,              covid                         ,diggzdeen,en
3482,ealthcareeroes protection from covid healthcare administration should provide them the adequate personalprotectiveequipment orona edwitter   httpstwittercomlopbeirutstatus28778732232,lamsalebanon,en
3483,"entalealthwarenesstips from my experience with solationife 
y mood was better when  dressed up void staying in pyjama    ",lamsalebanon,en
3484,doctors adviced to look for ovid when a patient presents with loss of consciousness neurology edwitter thehealthnerds ssaf   httpsneurosciencenewscomcoronavirusencephalitis78,lamsalebanon,en
3485,"      
              
ovid",husseinezz89,en
3486," lack keys also create music 
music hope blackandwhite grey life ovid
 pictwittercoml",joumanasaroufim,en
3487,"he choice is yours who do you want to be during ovid 
mpower tayome orona  uarantineife ear earning rowth indset pictwittercomkvxkq",farah_bousaleh,en
3488,hou khas charbel    kel belden l aalam l   aareal kel shi  aktar l belden l mettawra am bet aane men ektisada halae i priorities wel houkoume am teshteghil aa hal ases,ritasawaya3,ar
3489,"ovid

hysicalistancing
o2
 pictwittercomo7xbi7",kheirwassim,ar
3490,"ts a new day 
lan for knowledge ts the only thing that can stay with you in all circumstances
ts the light for a shining future for a better  

oodorning
lebanon
world
ovid
ritingommunity
amwriting",linda25041978,en
3491,orldar against the  the deadly virus will pave the way for the establishment of a eworld system after the destruction of the previous one ets focus on reducing human losses rather than focus on preventing financial losses which can be compensated pictwittercomcepgb8u,vartan_riva,en
3492,et us wait to hear about the course of  in igers ny more news about other ats,nagisaghir,en
3493,asks will do little to protect you from others but will protect others from you n this pandemic ones personal risk  groups risk are aligned so protections mutual hiss why the gov changed its recommendations ets keep an open mind to learn  unlearn from   httpstwittercomgovstatus283325233,badoursa,en
3494,omeone shared this with me today n critical times its the responsibility of the strong to take care of the weak and that of the smart to take care of those not so smart ovid andemic tayome pictwittercomoko,badoursa,en
3495,erlin  ocialistancing httpstwittercommischaheuerstatus237572772,idinbeirut,en
3496,"ebanon women facing domestic violence can call  police hotline 75 

nfo inister the govt must protect women facing abuse who are stuck at home due to the  lockdown  httpstwittercommanalasamadstatus2872287733",timourazhari,en
3497,eautiful flower production soon to be replaced by vegetables y farmer friend  fellow  alumna ania ounes now considering a major shift to cope with the huge  ovid impact on her floriculture business in ebanon agriculture pictwittercomai,samar_dani,en
3498,one day when one recovers from ,idinbeirut,en
3499, refugee set himself on fire he reason is the bad living conditions he is suffering from which are getting worse especially for refugees due to ovid ebanon has the highest number of refugees per capita in the world he catastrophe just begins httpwwwdailystarcomlbewsebanonews22pr55382syrianrefugeelightshimselfonfireineastlebanonashx,_sophiamaier,en
